Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,weekday_name,day,month,year,temp_spread,Tavg2,r_humidity,len_day
1,2011-08-17,83,62,73.0,1,17.22,67,0, 8,501,1851, ,0,M,0.0,0.00,29.31,30.02,5.6,22,6.0,Wednesday,17,August,2011,21,22.78,0.71,810.0000000000002
2,2011-08-17,83,65,74.0,1,16.11,67,0, 9,501,1851, ,M,M,M,0.00,29.36,30.01,6.0,21,6.2,Wednesday,17,August,2011,18,23.33,0.64,810.0000000000002
1,2011-08-18,84,67,76.0,4,15.56,66,0,11,502,1849, ,0,M,0.0,0.00,29.23,29.96,2.3,4,5.2,Thursday,18,August,2011,17,24.44,0.58,808.1999999999998
2,2011-08-18,85,71,78.0,4,16.67,67,0,13,502,1849,HZ,M,M,M,0.00,29.28,29.94,2.8,7,5.2,Thursday,18,August,2011,14,25.56,0.58,808.1999999999998
1,2011-08-19,87,64,76.0,5,17.22,68,0,11,503,1848, ,0,M,0.0,0.00,29.18,29.89,3.3,14,5.2,Friday,19,August,2011,23,24.44,0.64,807.0
2,2011-08-19,86,67,77.0,5,16.67,68,0,12,503,1848, ,M,M,M,0.00,29.23,29.87,4.7,13,5.8,Friday,19,August,2011,19,25.0,0.6,807.0
1,2011-08-20,80,66,73.0,2,19.44,69,0, 8,504,1846,RA FG BR,0,M,0.0,1.11,29.22,29.92,1.3,21,3.4,Saturday,20,August,2011,14,22.78,0.81,805.2000000000002
2,2011-08-20,79,68,74.0,2,19.44,69,0, 9,504,1846,TSRA RA BR,M,M,M,0.39,29.28,29.90,2.0,16,4.9,Saturday,20,August,2011,11,23.33,0.79,805.2000000000002
1,2011-08-21,80,64,72.0,1,14.44,63,0, 7,505,1845,RA,0,M,0.0,0,29.26,29.97,8.0,32,8.5,Sunday,21,August,2011,16,22.22,0.61,804.0
2,2011-08-21,81,66,74.0,1,14.44,64,0, 9,505,1845,RA BR,M,M,M,0.01,29.32,29.95,7.0,32,7.6,Sunday,21,August,2011,15,23.33,0.57,804.0
1,2011-08-22,82,59,71.0,0,15.0,64,0, 6,506,1843, ,0,M,0.0,0.00,29.30,30.02,1.6,26,4.1,Monday,22,August,2011,23,21.67,0.66,802.2
2,2011-08-22,82,61,72.0,0,15.0,64,0, 7,506,1843, ,M,M,M,0.00,29.36,30.01,0.7,8,3.5,Monday,22,August,2011,21,22.22,0.64,802.2
1,2011-08-23,73,62,68.0,-3,17.22,65,0, 3,508,1842,TSRA BR,0,M,0.0,0.65,29.10,29.86,9.1,20,9.8,Tuesday,23,August,2011,11,20.0,0.84,800.4000000000001
2,2011-08-23,74,66,70.0,-3,16.67,65,0, 5,508,1842,TSRA RA BR,M,M,M,0.40,29.18,29.86,8.4,20,9.5,Tuesday,23,August,2011,8,21.11,0.76,800.4000000000001
1,2011-08-24,92,69,81.0,10,18.33,70,0,16,509,1840,BR,0,M,0.0,0.00,28.99,29.70,8.2,27,10.7,Wednesday,24,August,2011,23,27.22,0.58,798.6
2,2011-08-24,91,70,81.0,10,18.33,70,0,16,509,1840, ,M,M,M,0.00,29.05,29.68,8.1,25,11.0,Wednesday,24,August,2011,21,27.22,0.58,798.6
1,2011-08-25,83,64,74.0,4,15.0,64,0, 9,510,1839, ,0,M,0.0,0.00,29.26,29.95,4.1,36,7.3,Thursday,25,August,2011,19,23.33,0.6,797.4000000000001
2,2011-08-25,80,65,73.0,4,15.0,64,0, 8,510,1839, ,M,M,M,0.00,29.33,29.93,3.1,2,7.0,Thursday,25,August,2011,15,22.78,0.62,797.4000000000001
1,2011-08-26,83,59,71.0,1,14.44,63,0, 6,511,1837, ,0,M,0.0,0.00,29.26,29.98,1.9,26,3.3,Friday,26,August,2011,24,21.67,0.64,795.6
2,2011-08-26,83,61,72.0,1,14.44,64,0, 7,511,1837, ,M,M,M,0.00,29.32,29.97,1.2,20,3.4,Friday,26,August,2011,22,22.22,0.61,795.6
1,2011-08-27,81,64,73.0,3,16.67,66,0, 8,512,1835, ,0,M,0.0,0.00,29.21,29.93,8.2,2,9.2,Saturday,27,August,2011,17,22.78,0.68,793.8
2,2011-08-27,83,67,75.0,3,16.11,66,0,10,512,1835, ,M,M,M,0.00,29.26,29.91,8.1,1,9.3,Saturday,27,August,2011,16,23.89,0.62,793.8
1,2011-08-28,77,61,69.0,-1,13.89,61,0, 4,513,1834, ,0,M,0.0,0.00,29.22,29.93,7.0,2,7.9,Sunday,28,August,2011,16,20.56,0.66,792.6000000000001
2,2011-08-28,77,61,69.0,-1,12.78,61,0, 4,513,1834, ,M,M,M,0.00,29.26,29.91,8.5,1,9.2,Sunday,28,August,2011,16,20.56,0.61,792.6000000000001
1,2011-08-29,79,59,69.0,-1,13.33,62,0, 4,514,1832, ,0,M,0.0,0.00,29.31,30.01,1.4,2,3.5,Monday,29,August,2011,20,20.56,0.63,790.8000000000001
2,2011-08-29,78,61,70.0,-1,13.89,62,0, 5,514,1832, ,M,M,M,0.00,29.36,30.00,1.1,6,4.2,Monday,29,August,2011,17,21.11,0.63,790.8000000000001
1,2011-08-30,76,61,69.0,-1,13.33,62,0, 4,515,1831,RA,0,M,0.0,0.04,29.33,30.03,5.3,15,6.3,Tuesday,30,August,2011,15,20.56,0.63,789.5999999999999
2,2011-08-30,79,64,72.0,-1,12.22,61,0, 7,515,1831,RA,M,M,M,0.02,29.38,30.02,5.9,15,6.8,Tuesday,30,August,2011,15,22.22,0.53,789.5999999999999
1,2011-08-31,87,65,76.0,7,17.78,68,0,11,516,1829,RA,0,M,0.0,0,29.23,29.95,5.4,17,8.3,Wednesday,31,August,2011,22,24.44,0.66,787.7999999999998
2,2011-08-31,88,65,77.0,7,17.78,69,0,12,516,1829, ,M,M,M,0.05,29.29,29.94,5.4,17,7.4,Wednesday,31,August,2011,23,25.0,0.64,787.7999999999998
1,2011-09-01,93,71,82.0,14,21.67,75,0,17,517,1827, ,0,M,0.0,0.00,29.20,29.91,5.2,21,5.9,Thursday,1,September,2011,22,27.78,0.69,786.0
2,2011-09-01,94,74,84.0,14,21.11,75,0,19,517,1827, ,M,M,M,0.00,29.26,29.89,5.8,21,6.3,Thursday,1,September,2011,20,28.89,0.63,786.0
1,2011-09-02,92,76,84.0,16,20.56,74,0,19,518,1826,HZ,0,M,0.0,0.00,29.18,29.89,4.9,22,7.4,Friday,2,September,2011,16,28.89,0.61,784.8000000000002
2,2011-09-02,94,79,87.0,16,20.56,74,0,22,518,1826, ,M,M,M,0,29.24,29.87,4.0,20,6.6,Friday,2,September,2011,15,30.56,0.55,784.8000000000002
1,2011-09-03,89,69,79.0,11,19.44,71,0,14,519,1824,RA BR HZ,0,M,0.0,0.02,29.16,29.87,2.5,29,6.2,Saturday,3,September,2011,20,26.11,0.67,782.9999999999998
2,2011-09-03,87,71,79.0,11,20.0,71,0,14,519,1824, ,M,M,M,0.15,29.21,29.85,1.2,20,5.7,Saturday,3,September,2011,16,26.11,0.69,782.9999999999998
1,2011-09-04,73,58,66.0,-2,12.22,60,0, 1,520,1822, ,0,M,0.0,0.00,29.24,29.94,10.5,32,11.5,Sunday,4,September,2011,15,18.89,0.65,781.1999999999998
2,2011-09-04,74,60,67.0,-2,12.78,61,0, 2,520,1822,RA,M,M,M,0,29.29,29.92,10.7,32,11.5,Sunday,4,September,2011,14,19.44,0.65,781.1999999999998
1,2011-09-05,65,52,59.0,-8,7.22,52,6, 0,521,1821, ,0,M,0.0,0.00,29.39,30.10,14.2,1,14.8,Monday,5,September,2011,13,15.0,0.6,780.0000000000001
2,2011-09-05,67,53,60.0,-8,7.78,53,5, 0,521,1821, ,M,M,M,0,29.43,30.07,15.9,36,16.6,Monday,5,September,2011,14,15.56,0.6,780.0000000000001
1,2011-09-06,66,51,59.0,-8,7.78,52,6, 0,522,1819, ,0,M,0.0,0.00,29.44,30.16,9.5,3,10.1,Tuesday,6,September,2011,15,15.0,0.62,778.2
2,2011-09-06,66,57,62.0,-8,8.33,54,3, 0,522,1819, ,M,M,M,0.00,29.49,30.14,13.8,4,14.3,Tuesday,6,September,2011,9,16.67,0.58,778.2
1,2011-09-07,70,52,61.0,-6,8.33,54,4, 0,523,1817, ,0,M,0.0,0.00,29.42,30.16,10.2,1,10.8,Wednesday,7,September,2011,18,16.11,0.6,776.4000000000001
2,2011-09-07,70,58,64.0,-6,8.33,55,1, 0,523,1817, ,M,M,M,0.00,29.47,30.13,12.4,2,13.3,Wednesday,7,September,2011,12,17.78,0.54,776.4000000000001
1,2011-09-08,75,57,66.0,0,11.67,59,0, 1,524,1815,RA,0,M,0.0,0,29.34,M,13.0,2,13.4,Thursday,8,September,2011,18,18.89,0.63,774.5999999999999
2,2011-09-08,74,62,68.0,0,12.22,59,0, 3,524,1815,RA DZ BR,M,M,M,0.06,29.36,30.03,14.9,2,15.2,Thursday,8,September,2011,12,20.0,0.61,774.5999999999999
1,2011-09-09,72,60,66.0,0,15.56,62,0, 1,525,1814,RA,0,M,0.0,0.02,29.23,29.96,8.2,4,8.3,Friday,9,September,2011,12,18.89,0.81,773.4000000000001
2,2011-09-09,72,64,68.0,0,16.11,63,0, 3,525,1814,RA BR,M,M,M,0.11,29.28,29.94,7.9,4,8.4,Friday,9,September,2011,8,20.0,0.78,773.4000000000001
1,2011-09-10,78,56,67.0,1,15.0,62,0, 2,526,1812,BR,0,M,0.0,0.00,29.29,30.00,0.9,14,3.1,Saturday,10,September,2011,22,19.44,0.76,771.6000000000001
2,2011-09-10,76,58,67.0,1,15.56,63,0, 2,526,1812,FG+ BR,M,M,M,0.01,29.34,29.99,0.9,14,2.0,Saturday,10,September,2011,18,19.44,0.78,771.6000000000001
1,2011-09-11,83,57,70.0,5,15.0,63,0, 5,527,1810,BR,0,M,0.0,0.00,29.27,29.99,5.1,27,5.5,Sunday,11,September,2011,26,21.11,0.68,769.8
2,2011-09-11,83,60,72.0,5,15.0,64,0, 7,527,1810,BR,M,M,M,0.00,29.33,29.98,4.3,25,4.7,Sunday,11,September,2011,23,22.22,0.64,769.8
1,2011-09-12,86,64,75.0,10,15.0,65,0,10,528,1809, ,0,M,0.0,0.00,29.18,29.91,10.5,23,10.9,Monday,12,September,2011,22,23.89,0.58,768.6000000000001
2,2011-09-12,86,64,75.0,10,15.0,65,0,10,528,1809, ,M,M,M,0.00,29.24,29.90,9.2,23,9.3,Monday,12,September,2011,22,23.89,0.58,768.6000000000001
1,2011-09-13,73,56,65.0,0,12.22,59,0, 0,529,1807,BR HZ FU,0,M,0.0,0.00,29.20,29.90,4.9,31,8.7,Tuesday,13,September,2011,17,18.33,0.68,766.8000000000001
2,2011-09-13,76,58,67.0,0,12.78,61,0, 2,529,1807,HZ FU,M,M,M,0.00,29.26,29.89,3.4,31,7.8,Tuesday,13,September,2011,18,19.44,0.65,766.8000000000001
1,2011-09-14,58,47,53.0,-11,6.11,49,12, 0,530,1805,RA BR HZ FU,0,M,0.0,0.08,29.39,30.09,6.3,34,7.3,Wednesday,14,September,2011,11,11.67,0.69,765.0
2,2011-09-14,60,48,54.0,-11,7.22,51,11, 0,530,1805,RA BR HZ FU,M,M,M,0,29.47,M,6.0,32,M,Wednesday,14,September,2011,12,12.22,0.72,765.0
1,2011-09-15,59,42,51.0,-13,1.67,44,14, 0,531,1803, ,0,M,0.0,0.00,29.61,30.33,7.4,1,8.5,Thursday,15,September,2011,17,10.56,0.54,763.2000000000003
2,2011-09-15,60,44,52.0,-13,2.22,45,13, 0,531,1803, ,M,M,M,0.00,29.67,30.32,7.2,36,9.0,Thursday,15,September,2011,16,11.11,0.54,763.2000000000003
1,2011-09-16,58,46,52.0,-12,4.44,47,13, 0,532,1760, ,0,M,0.0,0.00,29.59,30.33,1.4,8,3.3,Friday,16,September,2011,12,11.11,0.63,736.8
2,2011-09-16,59,48,54.0,-12,3.33,47,11, 0,532,1760, ,M,M,M,0.00,29.65,30.33,2.6,13,3.7,Friday,16,September,2011,11,12.22,0.55,736.8
1,2011-09-17,68,50,59.0,-5,7.22,52,6, 0,533,1758, ,0,M,0.0,0.00,29.53,30.27,7.7,11,8.9,Saturday,17,September,2011,18,15.0,0.6,735.0
2,2011-09-17,69,52,61.0,-5,6.67,52,4, 0,533,1758, ,M,M,M,0.00,29.59,30.27,8.7,11,9.6,Saturday,17,September,2011,17,16.11,0.54,735.0
1,2011-09-18,65,55,60.0,-4,12.78,57,5, 0,535,1756,RA DZ BR,0,M,0.0,0.43,29.34,30.11,8.9,15,9.5,Sunday,18,September,2011,10,15.56,0.84,732.5999999999999
2,2011-09-18,66,56,61.0,-4,12.22,57,4, 0,535,1756,RA DZ BR,M,M,M,0.34,29.41,30.11,7.4,14,8.0,Sunday,18,September,2011,10,16.11,0.78,732.5999999999999
1,2011-09-19,69,54,62.0,-1,14.44,60,3, 0,536,1755,RA BR,0,M,0.0,0.24,29.24,29.96,4.1,29,5.8,Monday,19,September,2011,15,16.67,0.87,731.4
2,2011-09-19,68,56,62.0,-1,14.44,60,3, 0,536,1755,RA BR,M,M,M,0.41,29.30,29.96,3.8,26,5.8,Monday,19,September,2011,12,16.67,0.87,731.4
1,2011-09-20,74,49,62.0,0,12.22,58,3, 0,537,1753,MIFG BCFG BR,0,M,0.0,0.00,29.26,M,7.3,18,7.3,Tuesday,20,September,2011,25,16.67,0.75,729.6000000000001
2,2011-09-20,75,53,64.0,0,12.22,58,1, 0,537,1753,FG+ BCFG BR,M,M,M,0.01,29.33,29.99,5.8,17,6.1,Tuesday,20,September,2011,22,17.78,0.7,729.6000000000001
1,2011-09-21,71,56,64.0,2,9.44,56,1, 0,538,1751,RA,0,M,0.0,0,29.23,29.95,10.2,25,11.0,Wednesday,21,September,2011,15,17.78,0.58,727.8000000000002
2,2011-09-21,72,57,65.0,2,9.44,56,0, 0,538,1751, ,M,M,M,0,29.29,29.94,9.4,24,10.3,Wednesday,21,September,2011,15,18.33,0.56,727.8000000000002
1,2011-09-22,64,51,58.0,-4,8.33,52,7, 0,539,1749, ,0,M,0.0,0.00,29.36,30.08,4.6,27,6.9,Thursday,22,September,2011,13,14.44,0.67,725.9999999999999
2,2011-09-22,63,53,58.0,-4,8.33,52,7, 0,539,1749, ,M,M,M,0.00,29.42,30.08,6.5,25,7.2,Thursday,22,September,2011,10,14.44,0.67,725.9999999999999
1,2011-09-23,62,48,55.0,-6,6.67,49,10, 0,540,1748, ,0,M,0.0,0.00,29.33,30.06,5.9,36,7.0,Friday,23,September,2011,14,12.78,0.66,724.8
2,2011-09-23,62,48,55.0,-6,7.78,51,10, 0,540,1748,RA,M,M,M,0.02,29.38,30.05,4.1,36,6.4,Friday,23,September,2011,14,12.78,0.72,724.8
1,2011-09-24,62,51,57.0,-4,9.44,51,8, 0,541,1746,RA BR,0,M,0.0,0.14,29.26,29.99,3.6,3,4.6,Saturday,24,September,2011,11,13.89,0.75,723.0000000000001
2,2011-09-24,63,51,57.0,-4,8.89,52,8, 0,541,1746,RA BR,M,M,M,0.07,29.31,29.98,2.9,4,5.3,Saturday,24,September,2011,12,13.89,0.72,723.0000000000001
1,2011-09-25,64,51,58.0,-3,11.67,55,7, 0,542,1744,RA,0,M,0.0,0.08,29.13,29.87,4.1,14,5.5,Sunday,25,September,2011,13,14.44,0.83,721.2
2,2011-09-25,65,53,59.0,-3,11.67,55,6, 0,542,1744,RA BR,M,M,M,0.23,29.18,29.87,4.7,13,5.8,Sunday,25,September,2011,12,15.0,0.8,721.2
1,2011-09-26,60,53,57.0,-3,10.56,53,8, 0,543,1742,RA BR,0,M,0.0,1.21,28.92,29.65,8.8,18,15.4,Monday,26,September,2011,7,13.89,0.8,719.4000000000001
2,2011-09-26,63,53,58.0,-3,10.0,53,7, 0,543,1742,RA BR,M,M,M,0.90,28.98,29.65,8.1,19,12.4,Monday,26,September,2011,10,14.44,0.75,719.4000000000001
1,2011-09-27,63,54,59.0,-1,11.67,55,6, 0,544,1741,RA BR,0,M,0.0,0.31,29.00,29.71,4.3,6,8.3,Tuesday,27,September,2011,9,15.0,0.8,718.1999999999998
2,2011-09-27,63,54,59.0,-1,11.67,55,6, 0,544,1741,RA BR,M,M,M,0.25,29.05,29.70,2.4,5,7.1,Tuesday,27,September,2011,9,15.0,0.8,718.1999999999998
1,2011-09-28,63,53,58.0,-1,12.22,55,7, 0,545,1739,RA BR,0,M,0.0,0.77,29.07,29.78,6.5,32,7.0,Wednesday,28,September,2011,10,14.44,0.87,716.4000000000001
2,2011-09-28,64,53,59.0,-1,12.22,55,6, 0,545,1739,RA BR,M,M,M,0.15,29.12,29.77,5.7,32,6.7,Wednesday,28,September,2011,11,15.0,0.83,716.4000000000001
1,2011-09-29,66,49,58.0,-1,10.56,53,7, 0,546,1737,RA BR,0,M,0.0,0.06,28.98,29.70,11.7,28,13.5,Thursday,29,September,2011,17,14.44,0.78,714.6
2,2011-09-29,66,51,59.0,-1,10.0,54,6, 0,546,1737,RA DZ BR,M,M,M,0.09,29.03,29.70,11.2,27,12.7,Thursday,29,September,2011,15,15.0,0.72,714.6
1,2011-09-30,57,45,51.0,-8,5.0,47,14, 0,547,1735,RA,0,M,0.0,0.09,29.32,30.01,14.6,34,15.0,Friday,30,September,2011,12,10.56,0.68,712.8
2,2011-09-30,58,47,53.0,-8,5.56,47,12, 0,547,1735,RA,M,M,M,0.17,29.37,30.00,15.4,34,16.3,Friday,30,September,2011,11,11.67,0.66,712.8
1,2011-10-01,56,42,49.0,-9,4.44,45,16, 0,548,1734, ,0,M,0.0,0,29.53,30.26,9.6,36,10.3,Saturday,1,October,2011,14,9.44,0.71,711.6000000000001
2,2011-10-01,56,44,50.0,-9,4.44,45,15, 0,548,1734, ,M,M,M,0,29.59,30.26,10.7,35,11.2,Saturday,1,October,2011,12,10.0,0.68,711.6000000000001
1,2011-10-02,66,41,54.0,-4,3.33,46,11, 0,549,1732, ,0,M,0.0,0.00,29.47,30.22,4.7,32,5.4,Sunday,2,October,2011,25,12.22,0.55,709.8
2,2011-10-02,65,41,53.0,-4,3.89,46,12, 0,549,1732, ,M,M,M,0.00,29.54,30.22,4.1,32,4.6,Sunday,2,October,2011,24,11.67,0.59,709.8
1,2011-10-03,69,44,57.0,0,7.22,50,8, 0,550,1730, ,0,M,0.0,0.00,29.48,30.21,3.4,3,5.0,Monday,3,October,2011,25,13.89,0.64,708.0
2,2011-10-03,70,45,58.0,0,6.67,50,7, 0,550,1730, ,M,M,M,0.00,29.54,30.20,3.6,2,4.1,Monday,3,October,2011,25,14.44,0.6,708.0
1,2011-10-04,76,43,60.0,3,8.33,52,5, 0,552,1729, ,0,M,0.0,0.00,29.52,30.25,1.1,16,2.3,Tuesday,4,October,2011,33,15.56,0.62,706.1999999999998
2,2011-10-04,74,46,60.0,3,8.33,53,5, 0,552,1729, ,M,M,M,0.00,29.58,30.25,0.7,15,1.7,Tuesday,4,October,2011,28,15.56,0.62,706.1999999999998
1,2011-10-05,80,49,65.0,8,8.89,55,0, 0,553,1727, ,0,M,0.0,0.00,29.49,30.22,1.9,18,3.2,Wednesday,5,October,2011,31,18.33,0.54,704.4000000000001
2,2011-10-05,80,52,66.0,8,8.33,55,0, 1,553,1727, ,M,M,M,0.00,29.55,30.21,1.3,17,2.9,Wednesday,5,October,2011,28,18.89,0.5,704.4000000000001
1,2011-10-06,81,50,66.0,10,10.56,58,0, 1,554,1725, ,0,M,0.0,0.00,29.50,30.23,3.8,15,4.6,Thursday,6,October,2011,31,18.89,0.58,702.6
2,2011-10-06,81,56,69.0,10,10.0,58,0, 4,554,1725, ,M,M,M,0.00,29.57,30.22,3.9,15,4.6,Thursday,6,October,2011,25,20.56,0.51,702.6
1,2011-10-07,84,54,69.0,13,11.67,59,0, 4,555,1724, ,0,M,0.0,0.00,29.52,30.25,7.5,18,7.7,Friday,7,October,2011,30,20.56,0.57,701.3999999999999
2,2011-10-07,84,59,72.0,13,10.56,59,0, 7,555,1724, ,M,M,M,0.00,29.59,30.24,6.4,17,6.8,Friday,7,October,2011,25,22.22,0.48,701.3999999999999
1,2011-10-08,82,54,68.0,12,12.22,60,0, 3,556,1722, ,0,M,0.0,0.00,29.56,30.27,7.2,19,7.6,Saturday,8,October,2011,28,20.0,0.61,699.5999999999999
2,2011-10-08,82,61,72.0,12,11.67,60,0, 7,556,1722, ,M,M,M,0.00,29.62,30.27,6.3,19,6.9,Saturday,8,October,2011,21,22.22,0.51,699.5999999999999
1,2011-10-09,80,52,66.0,11,10.56,58,0, 1,557,1720, ,0,M,0.0,0.00,29.55,30.29,2.8,9,3.8,Sunday,9,October,2011,28,18.89,0.58,697.8
2,2011-10-09,80,56,68.0,11,10.56,58,0, 3,557,1720, ,M,M,M,0.00,29.62,30.28,3.1,10,3.8,Sunday,9,October,2011,24,20.0,0.55,697.8
1,2011-10-10,76,54,65.0,10,10.56,57,0, 0,558,1719, ,0,M,0.0,0.00,29.39,30.13,5.2,16,6.0,Monday,10,October,2011,22,18.33,0.61,696.6000000000001
2,2011-10-10,77,58,68.0,10,9.44,58,0, 3,558,1719, ,M,M,M,0.00,29.45,30.12,5.9,16,6.4,Monday,10,October,2011,19,20.0,0.51,696.6000000000001
1,2011-10-11,79,57,68.0,14,12.22,60,0, 3,559,1717, ,0,M,0.0,0.00,29.23,29.97,4.1,15,4.9,Tuesday,11,October,2011,22,20.0,0.61,694.8000000000001
2,2011-10-11,78,58,68.0,14,11.11,59,0, 3,559,1717, ,M,M,M,0.00,29.29,29.97,3.8,13,4.6,Tuesday,11,October,2011,20,20.0,0.57,694.8000000000001
1,2011-10-12,78,55,67.0,13,11.11,58,0, 2,600,1715, ,0,M,0.0,0.00,29.03,29.77,7.0,14,8.1,Wednesday,12,October,2011,23,19.44,0.59,669.0
2,2011-10-12,77,57,67.0,13,10.56,58,0, 2,600,1715, ,M,M,M,0.00,29.08,29.76,6.0,14,6.8,Wednesday,12,October,2011,20,19.44,0.56,669.0
1,2011-10-13,66,52,59.0,6,12.78,58,6, 0,602,1714,RA BR,0,M,0.0,0.28,28.81,29.54,4.3,26,7.0,Thursday,13,October,2011,14,15.0,0.87,667.2
2,2011-10-13,64,52,58.0,6,12.78,57,7, 0,602,1714,RA BR,M,M,M,0.49,28.87,29.53,2.8,24,6.0,Thursday,13,October,2011,12,14.44,0.9,667.2
1,2011-10-14,62,48,55.0,2,5.0,48,10, 0,603,1712, ,0,M,0.0,0.00,28.90,29.60,15.4,28,15.6,Friday,14,October,2011,14,12.78,0.59,665.4000000000001
2,2011-10-14,61,49,55.0,2,5.0,48,10, 0,603,1712, ,M,M,M,0.00,28.97,29.61,15.1,27,15.3,Friday,14,October,2011,12,12.78,0.59,665.4000000000001
1,2011-10-15,62,47,55.0,2,2.22,46,10, 0,604,1711, ,0,M,0.0,0.00,29.10,29.80,14.8,27,15.3,Saturday,15,October,2011,15,12.78,0.49,664.1999999999999
2,2011-10-15,61,47,54.0,2,2.22,46,11, 0,604,1711, ,M,M,M,0.00,29.18,29.81,14.9,26,15.1,Saturday,15,October,2011,14,12.22,0.5,664.1999999999999
1,2011-10-16,62,48,55.0,3,3.89,46,10, 0,605,1709,RA,0,M,0.0,0.17,29.08,29.81,7.4,28,8.5,Sunday,16,October,2011,14,12.78,0.55,662.4000000000001
2,2011-10-16,60,46,53.0,3,3.89,46,12, 0,605,1709,RA,M,M,M,0.12,29.15,29.81,6.7,26,8.1,Sunday,16,October,2011,14,11.67,0.59,662.4000000000001
1,2011-10-17,59,41,50.0,-2,0.56,42,15, 0,606,1707, ,0,M,0.0,0.00,29.11,29.85,10.2,26,10.4,Monday,17,October,2011,18,10.0,0.52,660.6000000000001
2,2011-10-17,57,40,49.0,-2,0.56,42,16, 0,606,1707, ,M,M,M,0.00,29.18,29.86,11.2,25,11.3,Monday,17,October,2011,17,9.44,0.54,660.6000000000001
1,2011-10-18,54,41,48.0,-3,2.78,43,17, 0,607,1706,RA,0,M,0.0,0.06,29.09,29.83,6.4,1,8.5,Tuesday,18,October,2011,13,8.89,0.66,659.3999999999999
2,2011-10-18,54,40,47.0,-3,3.33,43,18, 0,607,1706,RA DZ BR,M,M,M,0.02,29.15,29.83,5.3,36,7.2,Tuesday,18,October,2011,14,8.33,0.71,659.3999999999999
1,2011-10-19,49,44,47.0,-4,4.44,44,18, 0,608,1704,RA BR,0,M,0.0,0.85,28.93,29.69,17.1,36,18.0,Wednesday,19,October,2011,5,8.33,0.76,657.5999999999999
2,2011-10-19,49,44,47.0,-4,5.0,44,18, 0,608,1704,RA BR,M,M,M,0.84,28.97,29.67,19.6,1,19.9,Wednesday,19,October,2011,5,8.33,0.8,657.5999999999999
1,2011-10-20,47,43,45.0,-5,2.78,42,20, 0,610,1703,RA,0,M,0.0,0.08,29.00,29.69,15.8,32,16.1,Thursday,20,October,2011,4,7.22,0.73,655.8000000000001
2,2011-10-20,46,42,44.0,-5,3.33,42,21, 0,610,1703,RA,M,M,M,0.07,29.05,29.69,14.4,31,14.9,Thursday,20,October,2011,4,6.67,0.79,655.8000000000001
1,2011-10-21,55,38,47.0,-3,1.11,41,18, 0,611,1701, ,0,M,0.0,0.00,29.32,30.03,4.6,29,5.4,Friday,21,October,2011,17,8.33,0.6,654.0000000000001
2,2011-10-21,54,37,46.0,-3,1.11,41,19, 0,611,1701, ,M,M,M,0.00,29.39,30.04,4.3,28,5.7,Friday,21,October,2011,17,7.78,0.63,654.0000000000001
1,2011-10-22,66,34,50.0,0,2.78,44,15, 0,612,1660, ,0,M,0.0,0.00,29.28,30.02,3.2,23,3.7,Saturday,22,October,2011,32,10.0,0.61,628.8000000000002
2,2011-10-22,66,38,52.0,0,2.78,45,13, 0,612,1660, ,M,M,M,0.00,29.35,30.03,3.7,21,3.9,Saturday,22,October,2011,28,11.11,0.56,628.8000000000002
1,2011-10-23,68,38,53.0,4,5.0,48,12, 0,613,1658,TSRA RA BR,0,M,0.0,0.20,29.19,29.93,6.1,22,6.9,Sunday,23,October,2011,30,11.67,0.64,627.0
2,2011-10-23,67,41,54.0,4,5.56,49,11, 0,613,1658,TSRA RA,M,M,M,0.22,29.25,29.94,5.9,23,6.9,Sunday,23,October,2011,26,12.22,0.64,627.0
1,2011-10-24,63,45,54.0,5,3.89,46,11, 0,614,1657, ,0,M,0.0,0.00,29.34,30.05,5.7,28,7.3,Monday,24,October,2011,18,12.22,0.57,625.8000000000001
2,2011-10-24,63,45,54.0,5,3.89,47,11, 0,614,1657,RA,M,M,M,0.06,29.41,30.05,5.0,27,7.1,Monday,24,October,2011,18,12.22,0.57,625.8000000000001
1,2011-10-25,74,45,60.0,12,7.78,53,5, 0,616,1656,RA,0,M,0.0,0.02,29.11,29.86,7.6,19,11.9,Tuesday,25,October,2011,29,15.56,0.6,623.9999999999999
2,2011-10-25,74,49,62.0,12,7.22,53,3, 0,616,1656,TS TSRA BR,M,M,M,0.13,29.19,29.87,9.0,19,10.8,Tuesday,25,October,2011,25,16.67,0.54,623.9999999999999
1,2011-10-26,53,47,50.0,2,5.56,46,15, 0,617,1654, ,0,M,0.0,0.00,29.19,29.91,12.4,36,12.6,Wednesday,26,October,2011,6,10.0,0.74,622.2
2,2011-10-26,54,47,51.0,2,5.56,46,14, 0,617,1654,BR,M,M,M,0.00,29.24,29.90,13.9,36,14.2,Wednesday,26,October,2011,7,10.56,0.71,622.2
1,2011-10-27,53,39,46.0,-2,2.78,42,19, 0,618,1653,RA,0,M,0.0,0.12,29.34,30.04,3.6,35,5.8,Thursday,27,October,2011,14,7.78,0.71,621.0000000000001
